Customer ID,Recency,Frequency,Monetory,Cluster,PCA1,PCA2
12479.0,13,1,527.2,0,-0.36962151299808177,-1.1003110259781579
12480.0,30,4,3281.63,2,1.2964748167881557,-0.02567624517365317
12481.0,24,10,5596.32,1,2.3056379219385708,0.4377714103872063
12483.0,19,8,2484.98,1,1.743955658392812,0.07226458581344083
12484.0,102,6,4541.72,2,1.4659689840120433,0.7695053281048246
12488.0,11,3,1298.66,2,0.7157667303619579,-0.5417093502192626
12489.0,163,1,334.93,3,-1.213261429619037,-0.08807061507154446
12490.0,19,10,5417.93,1,2.310444738041728,0.3901383948887394
12491.0,334,1,460.40000000000003,3,-1.7657902267242884,1.3097126103306873
12492.0,107,2,263.21000000000004,0,-0.7278018099808892,-0.40411054653375844
12493.0,167,2,433.74,3,-0.7317932407991433,0.19947638565210968
12494.0,17,7,1246.1000000000001,2,1.3055744689552622,-0.19759790387902895
12497.0,83,1,1043.1,0,-0.32495777623631,-0.36673931064720133
12498.0,23,3,403.70000000000005,0,0.09309806528176554,-0.7915258280979914
12500.0,25,11,4257.82,1,2.2469872916807234,0.40439916366927264
12501.0,163,1,2169.39,2,-0.2970102757555379,0.45786643585608927
12502.0,189,5,3723.87,2,0.866881384988207,1.3062995495941072
12504.0,20,2,482.04999999999995,0,-0.07108674987415148,-0.8914644121346496
12506.0,234,1,73.5,3,-2.2470135161832023,0.013039632753796276
12507.0,136,3,1304.81,2,0.2002622836905275,0.41356107913612744
12508.0,28,2,398.27,0,-0.19777088556243905,-0.8861522489632521
12509.0,286,1,176.5,3,-2.036079607896037,0.6638918442748564
12510.0,144,2,982.5699999999999,2,-0.23557001854200854,0.2628582760684821
12512.0,245,2,138.03,3,-1.61478313790262,0.4611123787096597
12513.0,114,1,612.29,0,-0.7146720700605793,-0.2858638008943662
12514.0,269,1,1017.68,3,-1.1075822241190294,1.0454355280023424
12515.0,355,1,383.7,3,-1.9420649239453045,1.4167692986602234
12516.0,5,2,1312.06,2,0.4821372595620602,-0.7133239423898765
12517.0,30,5,2502.84,2,1.330488870750689,-0.023273316818882343
12518.0,1,5,2056.89,2,1.354299705976161,-0.3019690907856281
12519.0,154,1,340.84,3,-1.1674136284726042,-0.15164753976221487
12520.0,38,5,2634.26,2,1.32247043071049,0.0527443506841855
12521.0,144,1,599.68,0,-0.849152159645442,-0.06300952983165153
12522.0,41,2,192.72,0,-0.6067907760319992,-0.9985692962399847
12523.0,10,11,1789.77,1,1.8836740962008864,0.03643214246307872
12524.0,11,8,4485.72,1,2.0670613934613162,0.1839878318221117
12526.0,55,3,1316.66,2,0.5402478898813429,-0.20191564253273472
12527.0,83,3,348.71000000000004,0,-0.22717618962582925,-0.37639215080223637
12528.0,11,6,1933.48,2,1.4237087431149718,-0.17472210570090452
12530.0,31,4,1662.28,2,0.9584647189517377,-0.216976010934878
12531.0,16,1,125.22,0,-1.0850158121477167,-1.4962717161735186
12532.0,91,1,349.83000000000004,0,-0.8936828060887227,-0.6248118113114676
12534.0,337,1,1089.18,3,-1.3559648290378468,1.5842003232244761
12535.0,93,2,716.35,0,-0.17929779238811477,-0.21868300661344087
12536.0,31,3,12601.830000000002,2,1.7485769215487807,0.27566637091060386
12538.0,61,1,363.95,0,-0.75002771744442,-0.842199271328266
12539.0,24,4,5568.35,2,1.5809355925722142,0.08321971344119092
12540.0,21,17,13400.24,1,3.197932208007219,0.8908827771908859
12541.0,61,3,981.18,2,0.3710921564942434,-0.2421085009791946
12544.0,275,1,372.7,3,-1.624905016655458,0.7977915829180711
12545.0,77,2,1000.39,2,0.050800723970106584,-0.243172332063698
12546.0,48,2,1161.5,2,0.24419792823833605,-0.4208221408468395
12547.0,199,2,207.79999999999998,3,-1.2245053757700084,0.22908131029804898
12548.0,168,1,95.19999999999999,3,-1.8480662603917997,-0.41581421631044396
12550.0,81,1,964.83,0,-0.35493948481452453,-0.4048023844932495
12551.0,359,1,168.0,3,-2.362586715672626,1.2066042074859271
12552.0,41,2,437.82,0,-0.20524053837448278,-0.7593104951769151
12553.0,1,10,3692.28,1,2.1967363996803244,0.14059711806803027
12556.0,34,2,603.71,0,-0.018770482128390144,-0.7189005287076459
12557.0,18,5,11990.960000000001,1,2.149444708129691,0.34349847350652624
12558.0,302,1,269.96,3,-1.8946306052364739,0.9097632176022037
12559.0,312,2,561.71,3,-1.205759121683505,1.3814854542007615
12560.0,114,3,2134.01,2,0.5328411967297785,0.38953692771149095
12561.0,70,1,238.85,0,-0.9934432952468719,-0.8963406915380214
12562.0,24,7,3781.7400000000002,1,1.8215007498616593,0.18050640193444079
12564.0,263,1,456.9,3,-1.4754062777986787,0.7656755436907529
12565.0,290,1,145.92,3,-2.1455059405836447,0.6390891799296803
12566.0,88,1,351.65,0,-0.8787140306782556,-0.6461911083152629
12567.0,24,10,9401.28,1,2.5603474935636257,0.5895369953904853
12569.0,1,32,4124.69,1,3.257458900515671,0.6649732386552056
12571.0,41,2,519.61,0,-0.12130783779502237,-0.7093002214244314
12572.0,53,2,1020.42,2,0.15994858177378457,-0.4205239860586159
12573.0,229,1,160.54000000000002,3,-1.8462216093771695,0.2013494935268344
12574.0,317,1,218.45,3,-2.0603135715588228,0.9625343415824419
12576.0,131,5,1315.83,2,0.5965160781232753,0.5594393478998977
12577.0,244,3,657.8,3,-0.5831184771255729,1.037530547280033
12578.0,23,2,2794.51,2,0.7786631662577966,-0.3548530520092202
12579.0,80,1,440.42,0,-0.7353140359398629,-0.6415433311852964
12580.0,160,1,415.7,3,-1.0950221294242202,-0.04791743213161895
12581.0,41,1,197.71,0,-0.9657149983677339,-1.1727022938605556
12582.0,240,2,511.36,3,-0.9535262118848379,0.804617137583155
12583.0,1,15,7281.38,1,2.873383182559241,0.5070562378345643
12584.0,19,9,2338.15,1,1.810570847999001,0.10163317211585045
12585.0,236,2,2040.1,3,-0.2581665171082898,1.1785410340164109
12586.0,19,1,196.94000000000003,0,-0.8764848440215144,-1.341722828763216
12587.0,302,1,144.0,3,-2.2016769293302474,0.7268134183390882
12588.0,41,1,214.89999999999998,0,-0.9249700246502496,-1.1484248992863149
12589.0,30,2,646.68,0,0.03151189798039167,-0.7293380656052595
12590.0,6,2,9864.26,2,1.4683508683324804,-0.11560119821481424
12591.0,319,1,452.84999999999997,3,-1.7117537474343902,1.1904182916784272
12592.0,67,2,437.6,0,-0.31319394557924357,-0.5610483031436714
12593.0,110,3,418.09999999999997,0,-0.2501364598428028,-0.117388417319837
12594.0,48,10,3338.2200000000003,1,1.9525443540534653,0.4697709947157073
12596.0,37,2,618.27,0,-0.019514097514591676,-0.6890453439738599
12597.0,21,4,3811.22,2,1.4072084321446823,-0.050591750549839214
12598.0,11,8,3023.08,1,1.873319991107465,0.06854938528084475
12599.0,34,7,1032.58,2,1.1429280861657356,-0.1228186294677141
12600.0,30,10,2599.04,1,1.9042356203052833,0.25919727294125894
12601.0,40,5,577.0600000000001,2,0.5691762808024667,-0.37589792196965505
12602.0,1,1,153.12,0,-0.9248043902666696,-1.5523029930318277
12603.0,23,1,739.1999999999999,0,-0.24533209811024057,-0.9252605010326378
12604.0,81,2,254.18,0,-0.6371722684112283,-0.6126949521605274
12607.0,62,1,1579.51,0,-0.03436243261516376,-0.40567943913104504
12609.0,80,3,1126.85,2,0.36029747882457513,-0.056651404868081054
12610.0,24,5,2099.54,2,1.2690941220358098,-0.12045114517370721
12611.0,54,1,1193.32,0,-0.13881005924319048,-0.5487086378146008
12612.0,76,1,704.0400000000001,0,-0.4887881707956893,-0.5350515861581597
12613.0,59,5,3344.38,2,1.3526489204466081,0.2828136470379847
12614.0,161,1,315.6,3,-1.2340799081783476,-0.12067389031062989
12615.0,73,4,2291.19,2,0.9419759554010989,0.19737498505827059
12616.0,216,2,713.3,3,-0.6909278607163325,0.7186970844738005
12617.0,61,1,355.53,0,-0.7614906679367757,-0.8490293302704438
12618.0,23,1,177.31,0,-0.9443445251852196,-1.3417585118563535
12619.0,18,9,3641.24,1,2.0321725198723897,0.2235724000972216
12620.0,16,3,1339.41,2,0.710215088056241,-0.4945201303097718
12621.0,6,20,13689.67,1,3.411769182254988,0.8516998926912065
12622.0,234,1,180.1,3,-1.810804898326199,0.272949206038273
12623.0,130,1,305.1,0,-1.1222229121884808,-0.36710727479988653
12624.0,108,2,641.13,0,-0.29583581176009305,-0.13662946667885678
12625.0,6,2,2683.82,2,0.829246701879559,-0.49640360419012103
12626.0,25,9,6620.48,1,2.2967072990900284,0.45188815232303986
12627.0,12,7,4478.53,1,1.9542396692764303,0.13840422914355963
12628.0,183,3,786.46,2,-0.24281458243019138,0.6242318664104891
12630.0,11,2,1270.88,2,0.4416336686324437,-0.6768609942350563
12631.0,59,1,640.5,0,-0.46474520679148973,-0.6924160135388122
12633.0,1,4,2163.98,2,1.2122024723975637,-0.368772060641756
12635.0,32,2,1689.18,2,0.4942747331981471,-0.4334076472233169
12637.0,93,8,6021.9,1,1.8719688648806232,0.8958967424183972
12638.0,183,1,671.69,3,-0.9551108351765741,0.2677336538029825
12639.0,240,1,486.1,3,-1.34976852937147,0.6082486090963901
12640.0,25,3,1174.58,2,0.608494339195425,-0.4642344185940632
12641.0,117,1,185.9,0,-1.3106415468767754,-0.6106666704012004
12642.0,27,3,1013.26,2,0.5277234956574169,-0.49216189922653897
12643.0,40,6,3344.64,2,1.5726011558067474,0.20687678763000264
12644.0,306,1,477.91,3,-1.6315062150347723,1.106940347899063
12645.0,111,4,1775.18,2,0.6593095347250673,0.4127295989773739
12646.0,51,2,1346.97,2,0.3044643454291551,-0.3546148739119549
12647.0,24,12,3722.82,1,2.2585259195708423,0.39333228192402786
12648.0,126,1,318.05,0,-1.0853038874441057,-0.38550720365453023
12649.0,36,3,623.51,2,0.25228872135401925,-0.5653815663089886
12650.0,182,1,314.44,3,-1.3228767521102476,0.03850540768194977
12651.0,101,1,114.0,0,-1.4828527569965562,-0.8748673290451774
12652.0,10,1,919.98,0,-0.0841671109368255,-0.9605247684182493
12653.0,150,2,2209.85,2,0.13732765460727414,0.5456413145275085
12654.0,12,5,601.98,2,0.7058956037105054,-0.5772191339779046
12656.0,19,5,4051.17,2,1.6124800674259403,0.03365407514795073
12657.0,13,4,1643.18,2,1.0273592501141002,-0.3577155998577075
12658.0,20,1,686.05,0,-0.269496928255647,-0.9699570785869162
12659.0,61,1,91.68,0,-1.4231160496241158,-1.243250727072164
12660.0,13,1,245.1,0,-0.744683252228666,-1.323786979015636
12662.0,24,11,3849.78,1,2.201669305042989,0.36729757561704895
12664.0,1,9,4881.88,1,2.246552018195969,0.17961767025632128
12665.0,326,1,63.0,3,-2.702735167680388,0.6706500623050666
12667.0,1,1,620.13,0,-0.24032222738050832,-1.1444626625253413
12668.0,13,4,3807.15,2,1.4398245164000179,-0.11195321239798942
12669.0,4,3,2744.0299999999997,2,1.111945705814719,-0.3763468874588225
12670.0,12,5,2996.05,2,1.4933543245675132,-0.10802148006044233
12672.0,331,1,225.89999999999998,3,-2.1019147793386175,1.0791386451466638
12673.0,243,2,610.52,3,-0.8790706751874459,0.8792788179460769
12674.0,93,4,1970.6,2,0.7851359327563643,0.3059121670648494
12676.0,26,6,1331.39,2,1.1784610310287842,-0.16935866298464888
12678.0,44,12,17628.46,1,2.9392276483526887,1.0009084794609624
12679.0,1,4,1113.02,2,0.8859062228517248,-0.5631916926986025
12680.0,32,4,880.81,2,0.6426926123622987,-0.3950255414208316
12681.0,16,22,13787.54,1,3.4571733986197475,0.9708341896182232
12682.0,3,31,12288.22,1,3.757003027084434,0.9858343578077495
12683.0,6,15,8476.57,1,2.927298937690635,0.5896783796522709
12684.0,26,7,2283.63,2,1.5655873838334695,0.04822238999814598
12685.0,30,6,2863.08,2,1.5377066614615549,0.08509113343872367
12686.0,639,1,89.14,4,-3.831175330604428,3.1594011262385497
12688.0,115,1,4873.8099999999995,2,0.29920906515789003,0.3283443007417143
12689.0,27,2,1247.61,2,0.3662843271010684,-0.5601662644235411
12690.0,207,1,389.01,3,-1.3222306264447303,0.2913758843676098
12691.0,1,6,1035.8,2,1.158843513755917,-0.4335330114771134
12693.0,6,4,855.91,2,0.7363331811492494,-0.601815863283189
12694.0,72,2,869.67,0,0.0028196814456422467,-0.32225834791302954
12695.0,109,4,582.1,2,0.1205911693676124,0.07154200634657877
12697.0,30,3,957.59,2,0.48757331388152536,-0.48578663541973555
12700.0,128,4,4939.99,2,1.0913176446157844,0.8418264845434628
12701.0,37,2,797.71,0,0.10544634711372501,-0.6145891904014166
12702.0,21,1,219.0,0,-0.8328799361932626,-1.29554253815689
12703.0,72,1,283.55,0,-0.9178039299431926,-0.8310730609938871
12704.0,24,8,2340.84,1,1.6939100869031833,0.09294264185653763
12705.0,17,9,6868.29,1,2.3478914190311824,0.40159022758596513
12707.0,293,1,603.42,3,-1.4633487642715768,1.0758424544763403
12708.0,61,10,2712.91,1,1.796865331843237,0.5083040072710965
12709.0,1,15,9736.52,1,3.0160582211277465,0.5920674156853488
12710.0,203,3,1149.02,2,-0.13968055936487322,0.8876714059575816
12712.0,10,13,4396.13,1,2.4660261547210443,0.3683157610252878
12713.0,90,1,848.55,0,-0.45521994430368334,-0.3736584939597252
12714.0,11,5,4708.86,2,1.7194830625810373,0.016615144947364532
12715.0,108,1,353.86,0,-0.9584977157092119,-0.49174084938128815
12716.0,135,2,1053.49,2,-0.16409544282792216,0.21455075177448116
12717.0,34,2,1030.98,2,0.2437087132406598,-0.5625055083626178
12718.0,73,1,238.25,0,-1.0071010681046153,-0.8741802496872323
12719.0,215,2,644.95,3,-0.736179324308451,0.6816351333652129
12720.0,4,25,5781.73,1,3.192454119941566,0.6798987890890381
12721.0,81,6,2656.13,2,1.2896031069584712,0.4523320638287145
12722.0,4,4,997.63,2,0.819780001813347,-0.5722939343879121
12723.0,18,5,725.07,2,0.7722657081891118,-0.4770768007037553
12724.0,40,4,1031.41,2,0.6869839544860733,-0.28783972958435844
12725.0,639,1,427.8,4,-3.065262156559151,3.615761129433913
12726.0,30,7,2609.1,2,1.6144222768050582,0.11771774257579082
12727.0,12,7,3980.7,1,1.8963850073860546,0.10393223599881475
12728.0,40,4,836.33,2,0.5841340705106463,-0.3491215758434672
12729.0,115,1,453.01,0,-0.8664938482807899,-0.3662255321441638
12731.0,25,12,18895.91,1,3.0520314720248436,0.8762322861639049
12732.0,181,1,236.26000000000002,3,-1.4586017444223356,-0.05246408967978557
12733.0,236,1,383.95,3,-1.4487785897639207,0.5088569962891768
12734.0,354,1,110.39999999999999,3,-2.546545035893021,1.0464977927367283
12735.0,193,2,779.5699999999999,3,-0.5520785029060399,0.5691421258482485
12736.0,40,1,234.0,0,-0.8791978654681424,-1.131251537323184
12738.0,666,1,155.35,4,-3.6725669119432847,3.526590343721643
12739.0,80,2,1013.04,2,0.04453775448219553,-0.21660578700977168
12740.0,154,1,427.6,0,-1.0563388161603724,-0.08546497048480223
12743.0,136,2,546.43,0,-0.4901841664748529,0.030354191112175032
12744.0,53,7,21279.29,1,2.5496374027350894,0.9072408958243858
12747.0,24,11,4196.01,1,2.2439502923824435,0.39249018513364126
12748.0,5,209,33719.73,1,5.967789676437157,2.138965949545831
12749.0,24,5,4090.88,2,1.5965562324091642,0.07466315080719768
12750.0,278,1,275.88,3,-1.7845947582161799,0.7329406611283428
12752.0,83,1,4366.78,2,0.3778373945532022,0.052012601783316584
12753.0,24,6,21429.39,1,2.5509066669326907,0.628197454870648
12754.0,161,3,3010.74,2,0.5070968480283568,0.8488701945422376
12755.0,252,2,3811.95,2,-0.01756021879100495,1.4834940699873183
12756.0,88,1,112.07999999999998,0,-1.4372674284318192,-0.9789983233123627
12757.0,5,13,7857.1,1,2.771860947601913,0.5000465861023701
12758.0,118,2,2791.59,2,0.38460461702265475,0.3697968422053017
12759.0,54,3,1531.44,2,0.6185465557788846,-0.1653617591063285
12762.0,27,2,1898.52,2,0.5723300653354423,-0.43739642974059406
12763.0,140,2,494.08,0,-0.5561162740940324,0.031467029155308066
12764.0,318,1,1693.88,3,-1.0605540002822755,1.568328281947968
12766.0,59,7,6989.63,1,1.9780980569538928,0.6272926801641897
12769.0,240,1,1143.6,3,-0.9302122822873022,0.8582360707935133
12770.0,212,1,1351.45,3,-0.7322758673756006,0.6933903148148932
12772.0,31,1,892.47,0,-0.18605384608688402,-0.8091449221136394
12775.0,19,5,1386.04,2,1.08599467120238,-0.28004581309642207
12778.0,21,6,822.23,2,0.9627182554930428,-0.3484034569402834
12779.0,200,8,3981.36,1,1.2255524577304606,1.5913753269899114
12781.0,154,2,826.74,0,-0.36170339022837816,0.288697444486999
12782.0,151,5,2330.92,2,0.794303585309927,0.8792770090355224
12783.0,55,6,2225.91,2,1.3105686627481254,0.20223922375988926
12784.0,11,2,574.42,0,0.052127007850937226,-0.9089437772220945
12785.0,425,1,311.95,4,-2.333416162507006,1.8905468202434648
12787.0,11,3,463.66,0,0.2106576596376757,-0.8426724161922131
12789.0,215,1,91.85,3,-2.060173772228784,-0.06752316236506495
12790.0,194,1,324.92,3,-1.356537299326175,0.13964221753807962
12791.0,698,1,192.60000000000002,4,-3.7001855705755973,3.833315531526101
12792.0,258,1,400.53999999999996,3,-1.5191946021859273,0.6890877076969671
12793.0,101,2,545.48,0,-0.3460467484206937,-0.23724297694220642
12794.0,55,2,860.41,0,0.06799265339485588,-0.4551159627811422
12795.0,20,1,430.48,0,-0.4979439288205032,-1.1060744316246196
12797.0,455,1,254.03,4,-2.558200711670732,2.059594282834271
12798.0,12,3,6977.04,2,1.5369779630655738,-0.04230125504204881
12802.0,188,1,427.58,3,-1.197209532913318,0.17397920198764674
12808.0,127,3,483.65000000000003,0,-0.24919678392176733,0.054861610703891714
12809.0,179,1,489.31,3,-1.0938453442822593,0.14467271377169638
12811.0,262,3,514.85,3,-0.7778069209344062,1.103317370899067
12812.0,46,1,229.64000000000001,0,-0.9132501821541703,-1.0909446762625854
12814.0,103,1,125.92,0,-1.4427044932682558,-0.8307466375761363
12815.0,149,2,1063.46,2,-0.21747027041269099,0.32413988788383286
12816.0,178,2,572.2,3,-0.6415825519335373,0.36432093785698605
12817.0,283,1,166.04,3,-2.053479193634549,0.6232262549105854
12818.0,263,1,1542.08,3,-0.8787914612786986,1.1211611898449005
12820.0,46,4,942.34,2,0.6178203898178537,-0.26845347647820555
12821.0,97,1,92.72,0,-1.5667690111047596,-0.96526548186563
12822.0,72,2,948.88,2,0.04557996471663057,-0.2967801557739434
12823.0,76,5,1759.5,2,0.9669554532354014,0.224693042443723
12824.0,31,1,397.12,0,-0.5830290151370879,-1.0456777244669275
12826.0,61,7,1474.72,2,1.205963227644851,0.18742441897402537
12827.0,46,3,430.15000000000003,0,0.02890942529813197,-0.5974851933141546
12828.0,114,6,1018.71,2,0.682569452161812,0.4239193278331668
12829.0,163,2,293.0,3,-0.9073208275715169,0.05449274000544189
12830.0,93,6,6814.64,1,1.7024835000978265,0.8195348350406034
12831.0,264,1,215.05,3,-1.848424819008331,0.5535164248447755
12832.0,153,2,383.03,0,-0.7347054351517002,0.05634931550317851
12833.0,147,1,417.38,0,-1.0391926326516094,-0.14594456398397287
12834.0,311,1,312.38,3,-1.8604874715362927,1.021001763112629
12836.0,31,4,2612.86,2,1.180454207858916,-0.08470628728989978
12837.0,175,1,134.1,3,-1.7102979416590913,-0.2630307101307651
12838.0,183,2,683.13,3,-0.5754155665008006,0.4542428255061142
12839.0,13,14,5591.42,1,2.6348841471779627,0.4924660450973334
12840.0,66,4,2726.77,2,1.0564118364240882,0.19486426867602966
12841.0,5,25,4022.35,1,3.0101641331218687,0.5813829481503049
12842.0,72,2,1118.99,2,0.12648141772454558,-0.24857601383680641
12843.0,67,8,1702.26,2,1.3594202700272255,0.3279160166950007
12844.0,61,2,325.96000000000004,0,-0.4325954123021619,-0.6927887254224081
12845.0,269,4,354.09,3,-0.7857952464840684,1.147389878862984
12847.0,24,1,871.54,0,-0.16869663604551913,-0.8694987780326823
12849.0,122,2,1050.8899999999999,2,-0.11145421578593691,0.11462392837253405
12851.0,246,1,135.18,3,-2.0005111055588833,0.2811081166793411
12852.0,296,1,311.55,3,-1.7996511273886056,0.9057590608228848
12853.0,136,6,1957.1000000000001,2,0.911845814960928,0.7827180779537273
12854.0,7,3,1324.5,2,0.7420051270378047,-0.5664732007619719
